# syllable id,counts
0.000000000000000000e+00,4.900000000000000000e+02
1.000000000000000000e+00,6.310000000000000000e+02
2.000000000000000000e+00,4.360000000000000000e+02
3.000000000000000000e+00,3.110000000000000000e+02
4.000000000000000000e+00,3.380000000000000000e+02
5.000000000000000000e+00,3.960000000000000000e+02
6.000000000000000000e+00,2.490000000000000000e+02
7.000000000000000000e+00,3.630000000000000000e+02
8.000000000000000000e+00,3.980000000000000000e+02
9.000000000000000000e+00,2.760000000000000000e+02
1.000000000000000000e+01,2.370000000000000000e+02
1.100000000000000000e+01,2.200000000000000000e+02
1.200000000000000000e+01,4.740000000000000000e+02
1.300000000000000000e+01,2.330000000000000000e+02
1.400000000000000000e+01,2.690000000000000000e+02
1.500000000000000000e+01,1.840000000000000000e+02
1.600000000000000000e+01,3.370000000000000000e+02
1.700000000000000000e+01,4.110000000000000000e+02
1.800000000000000000e+01,1.940000000000000000e+02
1.900000000000000000e+01,1.820000000000000000e+02
2.000000000000000000e+01,2.970000000000000000e+02
2.100000000000000000e+01,2.250000000000000000e+02
2.200000000000000000e+01,1.680000000000000000e+02
2.300000000000000000e+01,4.170000000000000000e+02
2.400000000000000000e+01,1.650000000000000000e+02
2.500000000000000000e+01,1.580000000000000000e+02
2.600000000000000000e+01,5.500000000000000000e+01
2.700000000000000000e+01,1.130000000000000000e+02
2.800000000000000000e+01,3.870000000000000000e+02
2.900000000000000000e+01,1.540000000000000000e+02
3.000000000000000000e+01,3.090000000000000000e+02
3.100000000000000000e+01,1.000000000000000000e+02
3.200000000000000000e+01,1.920000000000000000e+02
3.300000000000000000e+01,3.170000000000000000e+02
3.400000000000000000e+01,2.570000000000000000e+02
3.500000000000000000e+01,7.700000000000000000e+01
3.600000000000000000e+01,1.610000000000000000e+02
3.700000000000000000e+01,1.180000000000000000e+02
3.800000000000000000e+01,9.100000000000000000e+01
3.900000000000000000e+01,1.030000000000000000e+02
4.000000000000000000e+01,1.190000000000000000e+02
4.100000000000000000e+01,1.360000000000000000e+02
4.200000000000000000e+01,6.500000000000000000e+01
4.300000000000000000e+01,6.900000000000000000e+01
4.400000000000000000e+01,1.000000000000000000e+02
4.500000000000000000e+01,1.290000000000000000e+02
4.600000000000000000e+01,2.200000000000000000e+01
4.700000000000000000e+01,1.180000000000000000e+02
4.800000000000000000e+01,6.700000000000000000e+01
4.900000000000000000e+01,1.180000000000000000e+02
5.000000000000000000e+01,7.200000000000000000e+01
5.100000000000000000e+01,7.200000000000000000e+01
5.200000000000000000e+01,3.000000000000000000e+01
