Syllable,P_Value,FDR_Corrected_P_Value
3,0.01271625035507077,0.5878099927598435
8,0.047645425584361696,0.6141198405792055
20,0.01808646131568749,0.5878099927598435
31,0.03500568207709327,0.6141198405792055
