,uuid,category,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,moseq_id
0,b337bf67-7270-42f5-8b72-78dd050c5145,LNB,-10.488838539262936,-3.002693499249791,2.9055684959563206,-1.128348517755775,0.4435691363226798,-1.59762010347829,3.77846885715003,2.0074548628733075,-5.404540051614708,-0.3441042517590752,-2.16173200152635,-6.331536133779045,-4.102731238135099,0.9847990747901916,-1.663888961156097,-0.9047561084915716,-0.277159751931751,7.351597674409453,-2.5825744367597165,0.9513030452114716,-0.7439614108777642,-3.552512267913458,-3.200068697821596,0.5180179886968819,1.1436658107200184,session_20240501141330
1,744530d8-f277-48b3-8627-39c69e04bcde,LNB,6.768376455365736,-6.057944112367853,-0.3052522826980278,-2.608399191375979,-4.249529860027324,1.0018432932834895,-3.4524900472885234,2.527666497413311,-1.445792270827225,-2.1736026913988127,-0.0600323005949681,0.8854092446752496,1.729003321747877,-1.3765012096528002,1.0138636457018269,-0.9637545665735388,-1.5071691941274863,-2.058443492535235,-0.0535747131523872,-0.4518442565413603,-2.301998269513121,1.769055492157801,-0.0440927337260706,-2.46954557397951,-0.1916570517648542,session_20240501150902
2,5083529c-320b-4bea-9ceb-d119b2594f13,NGH,-4.023882686072604,-4.397323999068586,-0.216554230817915,-2.016008412592075,-4.304283137303865,1.2714727103009984,7.915786809138582,-3.023034071932554,-2.587771830010773,-0.0582569292717354,-3.379206139527551,4.242534263983794,3.554868904449872,-4.928487122926937,-6.259244079594248,6.002137102808577,0.9935169716072078,-0.1764875473023413,-0.073510478303152,2.526731260056,0.7098729199660556,-0.754942655618058,4.016851650803713,2.676931308197178,1.0842368149319823,session_20240501173310
3,6c06a0b7-7ca1-45ef-bb49-6a4589681bf4,NGH,1.5654654050613026,-0.1032215028599363,-4.46533298785658,2.64278071600592,-3.660184314355059,3.4924250968836508,3.4546026214649563,-2.102157349899209,0.0422559854993854,4.36993895131661,-0.0343889373375138,-3.2278669532350346,0.2252990541270582,1.5346966667479145,-1.5436197053314955,-1.7340181123411282,0.7922908735102759,-0.7781985675154893,2.755473755585382,1.8715674494628836,3.3046234588934063,-0.0164271132169227,-2.875565193320824,-0.0310395133016878,-3.489108831426809,session_20240501123937
4,72b39b1e-5973-43e2-bedb-0f00ace4848b,NGH,-4.905071395469665,4.324940223638848,8.160634150736893,-5.190738138172901,-4.809471722888869,-5.844770491375125,0.9197668914890288,7.314684802256146,1.9665829173889808,-4.079777573051355,-1.6365137139972556,1.800439493887814,-1.2860963738324882,4.916321278213676,4.769304789443201,0.7374889894940446,5.315771962782739,-0.9864518033652008,0.2302650963796316,2.404227937564409,4.71279717770247,1.6193373189137392,1.378117401052399,0.613473546105466,1.5050214663757095,session_20240322161944
5,be2c69ec-d004-4d52-b844-13e9634737ed,SI,-4.389551262117109,-1.8078767569551824,1.4823554191387347,8.28611253012043,9.19111549337155,5.183310095618847,3.252200165298877,3.286561330748168,7.841699645976764,-7.637294294499194,-4.526836481701486,-4.065417422170323,2.55955635780899,-0.6635221659843943,0.5369372685212195,1.6518010826945342,-4.201802840285091,-0.9088618636428116,0.1951224929058578,-1.4779914139880312,2.606474689318933,-1.532928944319757,0.3297164812346553,0.1562536343128649,0.6069763053686238,session_20240321164046
6,8425e949-99ab-4e71-baf9-5e653eb68223,NGH,0.5038747944623663,-3.760428491298448,-4.447831709712428,-5.2199102977993554,4.429200005092127,0.6630114958497733,-0.743465820262808,-2.966233982027776,1.8966043627652789,3.344075621142268,0.0321082112434471,-1.5508701085086136,-0.4656277767238559,-0.0464344001653858,-2.019043310452746,-0.3923553453403131,1.9930942578216144,-3.356999972312453,-1.6746436256299686,-1.8675113529318836,0.4818412611669188,1.835003107230224,-1.3590575902638018,-2.26982681854316,7.296102608041796,session_20240501110509
7,e235873b-f363-4a61-8a8c-3e935da3ed3d,LNB,1.2237133185046627,-5.039052092783247,-3.133226810799408,0.2491501810601714,-3.392988954071618,0.0439900029138703,1.7140352623017023,-1.3615322940895842,-7.0070206075545896,-5.363119056120745,1.858615408546571,2.826488323232814,0.971384390015046,2.014541925403978,-0.6178620710182081,-1.67158081021545,-1.9576758941746029,-0.3163601301717058,-0.1095696895485386,-1.6055140127055756,2.8504402426563646,2.692664562482019,-1.4644701835253442,1.6515683865112272,-1.9862145053587168,session_20240501160602
8,a30299ff-63d0-4c08-9b26-0cc143eef34b,LNB,8.607918987894495,-1.7240406149786185,-6.601534045980796,-8.492955642339036,7.224146850278831,-3.659862838379007,-4.0079387370564525,-1.8887521262798848,-2.274199753005478,-0.8336182443326626,0.1675710805601707,0.9883510415586976,1.2248239408028714,8.854199774613562,-0.1201991925363305,5.789947323916463,-2.991796031224124,0.858532797326022,2.752390608674007,-1.8842661270907093,-1.3944569841427217,-2.550549211667594,0.3702146306299445,1.5506911485590864,0.3531482804329038,session_20240501144135
9,774ba130-08f1-45ee-9c61-636e6de87827,SI,-13.315557521647758,-6.063128829178264,3.998676929854303,4.385433523831803,5.828231766798005,-0.8104972600908009,3.810909144474192,-1.3073317861815836,2.238548138598866,-2.5210392328515487,2.730162459914278,4.169905650010739,-3.271973741233385,5.474522799517553,-6.018889318788359,-2.198444557939332,3.617548036952421,-1.5313285815089104,-0.4538855320096964,0.5322328886464244,-3.945409443926859,0.1486547419541388,1.170639537260724,-3.71484073914725,-2.2190225839098647,session_20240321170920
