0.000000000000000000e+00,3.641881638846737601e-02,3.641881638846737601e-02,3.414264036418816067e-02,5.007587253414264028e-02,4.324734446130500815e-02,5.083459787556904308e-02,3.034901365705614668e-02,4.324734446130500815e-02,5.842185128983307801e-02,4.324734446130500815e-02,1.972685887708649360e-02,6.449165402124430735e-02,3.490136570561457041e-02,3.945371775417298721e-02,3.186646433990895227e-02,2.807283763277693481e-02,3.793626707132018161e-02,2.959028831562974041e-02,1.745068285280728521e-02,3.186646433990895227e-02,2.579666160849772294e-02,1.896813353566009080e-02,3.414264036418816067e-02,2.883156297420333761e-02,2.959028831562974041e-02,3.262518968133535507e-02,1.896813353566009080e-02,2.352048558421851454e-02,1.213960546282245867e-02,1.365705614567526600e-02
6.068601583113456682e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.530343007915567211e-01,2.110817941952506521e-02,1.407211961301671130e-02,8.970976253298153236e-02,1.143359718557607728e-02,1.055408970976253261e-02,1.759014951627088930e-01,8.531222515391380379e-02,1.759014951627088912e-03,2.392260334212840678e-01,1.319261213720316663e-02,4.485488126649076618e-02,0.000000000000000000e+00,2.198768689533861162e-02,0.000000000000000000e+00,1.055408970976253261e-02,4.397537379067722497e-03,1.407211961301671130e-02,0.000000000000000000e+00,8.795074758135444995e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.495162708883025424e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.397537379067722497e-03,0.000000000000000000e+00
4.198800342759211740e-02,1.199657240788346152e-01,0.000000000000000000e+00,1.096829477292202287e-01,7.455012853470437129e-02,0.000000000000000000e+00,1.148243359040274220e-01,0.000000000000000000e+00,6.341045415595544799e-02,1.225364181662382118e-01,1.113967437874892850e-02,1.233933161953727486e-01,0.000000000000000000e+00,4.455869751499571402e-02,0.000000000000000000e+00,7.712082262210796790e-03,2.399314481576692373e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.684661525278491723e-02,2.999143101970865380e-02,1.371036846615252859e-02,0.000000000000000000e+00,8.568980291345330369e-04,1.885175664095972703e-02,1.713796058269066074e-03,2.142245072836332365e-02,0.000000000000000000e+00,9.425878320479863515e-03,9.425878320479863515e-03,0.000000000000000000e+00
6.015037593984962072e-02,3.082706766917293062e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.611170784103115039e-02,4.296455424274973033e-03,1.074113856068743258e-03,3.222341568206229991e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.503759398496240518e-02,4.296455424274973033e-03,8.592910848549946065e-03,0.000000000000000000e+00,1.460794844253490987e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.793770139634801308e-01,1.729323308270676596e-01,1.718582169709989213e-02,4.940923737916218944e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.396348012889366344e-02,0.000000000000000000e+00
7.114228456913827825e-02,3.206412825651302340e-02,6.012024048096192320e-03,9.418837675350701100e-02,0.000000000000000000e+00,2.705410821643286501e-02,6.513026052104207986e-02,6.813627254509017905e-02,1.002004008016032094e-01,2.605210420841683194e-02,5.511022044088176308e-02,1.793587174348697522e-01,5.611222444889779615e-02,1.803607214428857783e-02,5.410821643286573002e-02,0.000000000000000000e+00,6.012024048096192320e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.012024048096192320e-03,0.000000000000000000e+00,2.204408817635270662e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.703406813627254476e-02,9.619238476953907713e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.859205776173285529e-02,3.128760529482551428e-02,8.423586040914560202e-03,4.211793020457280101e-02,2.527075812274368061e-02,0.000000000000000000e+00,1.083032490974729194e-02,8.423586040914560202e-03,3.489771359807460754e-02,6.016847172081829336e-03,6.498194945848374815e-02,2.647412755716004734e-02,0.000000000000000000e+00,1.155234657039711232e-01,3.249097472924187407e-02,3.610108303249097601e-03,0.000000000000000000e+00,2.166064981949458387e-02,1.203369434416365867e-02,5.174488567990372795e-02,7.220216606498195203e-03,8.423586040914560202e-03,3.092659446450060079e-01,1.805054151624548714e-02,2.888086642599278081e-02,3.730445246690734101e-02,0.000000000000000000e+00,4.813477737665463468e-03,3.610108303249097601e-03,1.805054151624548714e-02,0.000000000000000000e+00
5.684210526315789519e-02,4.000000000000000083e-02,8.421052631578947179e-03,1.052631578947368397e-02,6.631578947368421684e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.905263157894736881e-01,3.473684210526315624e-02,7.368421052631578781e-03,1.368421052631579003e-02,0.000000000000000000e+00,5.052631578947368307e-02,7.052631578947368696e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.157894736842104755e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.947368421052631249e-02,0.000000000000000000e+00,5.999999999999999778e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.021052631578947406e-01,4.736842105263158048e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.818489289740698858e-02,2.931228861330326813e-02,6.313416009019165442e-02,1.127395715896279543e-03,1.578354002254791361e-02,0.000000000000000000e+00,1.578354002254791361e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.014656144306651589e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.352874859075535452e-02,0.000000000000000000e+00,3.866967305524239285e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.142051860202931132e-02,0.000000000000000000e+00,1.724915445321307805e-01,0.000000000000000000e+00,4.960541149943629990e-02,1.082299887260428362e-01,6.764374295377677260e-03,5.636978579481397716e-03,4.509582863585118173e-03,6.764374295377677260e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.388526727509778735e-02,7.822685788787484343e-03,0.000000000000000000e+00,1.694915254237288130e-02,1.473272490221642639e-01,3.911342894393741998e-02,7.301173402868317563e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.911342894393742171e-03,0.000000000000000000e+00,5.997392438070404258e-02,3.780964797913950737e-02,3.911342894393742171e-03,0.000000000000000000e+00,2.920469361147327025e-01,3.520208604954367521e-02,1.408083441981747008e-01,2.607561929595827825e-03,2.607561929595827825e-03,0.000000000000000000e+00,3.911342894393742171e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.389830508474576259e-02,2.868318122555410521e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.518904823989569997e-03,0.000000000000000000e+00
8.978675645342311384e-02,7.407407407407406996e-02,2.918069584736251304e-02,1.122334455667788923e-02,3.142536475869809470e-02,0.000000000000000000e+00,7.856341189674523676e-03,2.760942760942761143e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.090909090909091161e-02,4.377104377104377303e-02,4.377104377104377303e-02,3.479236812570146026e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.611672278338944615e-03,8.641975308641974829e-02,3.367003367003366856e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.503928170594837355e-01,6.734006734006733712e-03,6.734006734006733712e-03,0.000000000000000000e+00,7.856341189674523676e-03,0.000000000000000000e+00,0.000000000000000000e+00
