,,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,dist_to_center_px,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,height_ave_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,length_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,velocity_2d_mm,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq,MoSeq
bin,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
group,uuid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE_Normal_Female,0ec4e3fd-cca9-4f88-a34c-9a995e4800e6,0.0004728000889976638,0.000556235398820781,0.0013071531872288352,0.0016687061964623428,0.004588942040271443,0.004505506730448325,0.009483813549894315,0.007342307264434309,0.002224941595283124,0.003448659472688842,0.0031149182333963733,0.0025864946045166316,0.002141506285460007,0.0020302592056958505,0.002781176994103905,0.0031705417732784515,0.0020580709756368894,0.003365224162865725,0.0020580709756368894,0.0036989654021581933,0.0025864946045166316,0.003476471242629881,0.002836800533985983,0.002503059294693514,0.0067582600956724885,0.0043108243408610525,0.0024752475247524753,0.002503059294693514,0.0043108243408610525,0.004449883190566248,0.005061742129269107,0.006313271776615864,0.005757036377795083,0.009483813549894315,0.005812659917677161,0.006285460006674824,0.006174212926910669,0.006007342307264434,0.009289131160307043,0.007036377795082879,0.0058404716876182,0.008593836911781066,0.008399154522193792,0.006980754255200801,0.01023473133830237,0.009984425408833018,0.00901101346089665,0.010874402046946268,0.013182778952052509,0.009956613638891979,0.010568472577594839,0.010540660807653798,0.00934475470018912,0.01140282567582601,0.011013460896651462,0.013349649571698742,0.02247191011235955,0.01963510957837357,0.023167204360885527,0.021442874624541107,0.02508621648681722,0.022527533652241628,0.0233618867504728,0.02770052286127489,0.025141840026699298,0.03395817109800868,0.03707308933140505,0.043942596506841694,0.04319167871843364,0.03832461897875181,0.02389031037935254,0.02478028701746579,0.018856380020024474,0.01952386249860941,0.01924574479919902,0.020358215596840583,0.022916898431416175,0.01907887417955279,0.01401713205028368,0.011041272666592501,0.008371342752252754,0.008121036822783402,0.006702636555790411,0.0060907776170875515,0.005534542218266771,0.005979530537323395,0.005117365669151185,0.005200800978974302,0.0072310601846701525,0.006146401156969629,0.0037545889420402714,0.0025586828345755923,0.001140282567582601,0.0005006118589387028,0.0002503059294693514,0.00013905884970519524,0.0,0.0,0.0,0.0002503059294693514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5623539882078096e-05,0.0,2.7811769941039048e-05,0.00013905884970519524,0.000611858938702859,0.003921459561686506,0.013822449660696406,0.039381466236511294,0.07631549671821115,0.11527978640560685,0.12401268216709312,0.11647569251307154,0.09837023028145511,0.06872288352430748,0.053871398375792634,0.0467237735009456,0.04463789075536767,0.03095449994437646,0.02308376905106241,0.021248192234953833,0.017382356213149406,0.017271109133385247,0.01549115585715875,0.013127155412170431,0.009177884080542886,0.007842919123373012,0.007620424963844699,0.0047836244298587165,0.0036155300923350763,0.002781176994103905,0.0031149182333963733,0.002864612303927022,0.002781176994103905,0.002781176994103905,0.0019746356658137724,0.0015574591166981867,0.0009734119479363666,0.0013349649571698743,0.0009177884080542886,0.0008343530982311714,0.0006952942485259762,0.0004728000889976638,0.0003615530092335076,0.0003059294693514295,0.00022249415952831238,0.0002503059294693514,0.0002503059294693514,0.0001668706196462343,0.0001668706196462343,0.0,2.7811769941039048e-05,2.7811769941039048e-05,0.0,0.0,2.7811769941039048e-05,0.0,2.7811769941039048e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7811769941039048e-05,2.7811769941039048e-05,2.7811769941039048e-05,2.7811769941039048e-05,2.7811769941039048e-05,2.7811769941039048e-05,0.0,2.7811769941039048e-05,2.7811769941039048e-05,0.0,0.0,5.5623539882078096e-05,2.7811769941039048e-05,0.0,2.7811769941039048e-05,0.0002781176994103905,0.0002781176994103905,0.00019468238958727333,0.00044498831905662476,0.001724329736344421,0.005506730448325731,0.012682167093113806,0.029424852597619313,0.04958838580487262,0.06157525864946045,0.06218711758816331,0.06416175325397708,0.06335521192568695,0.05985092891311603,0.06282678829680721,0.0594059405940594,0.05581822227166537,0.04939370341528535,0.042524196239848704,0.04016019579486038,0.03387473578818556,0.03159417065302036,0.02770052286127489,0.026810546223161643,0.024502169318055402,0.024752475247524754,0.021164756925130715,0.01841139170096785,0.01715986205362109,0.01254310824340861,0.009984425408833018,0.007536989654021582,0.005645789298030926,0.004561130270330404,0.0032539770831015685,0.002864612303927022,0.0015018355768161085,0.0012793414172877961,0.0008899766381132495,0.0004728000889976638,0.00013905884970519524,0.0002781176994103905,5.5623539882078096e-05,8.343530982311714e-05,8.343530982311714e-05,2.7811769941039048e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8297641561908999,0.10482256090777617,0.045945043942596506,0.015435532317276672,0.0020580709756368894,0.00038936477917454667,0.00013905884970519524,2.7811769941039048e-05,2.7811769941039048e-05,2.7811769941039048e-05,0.0,0.0,0.0,2.7811769941039048e-05,0.0,2.7811769941039048e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7811769941039048e-05,0.0,0.0,0.0,0.0,2.7811769941039048e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026380068392769906,0.014655593551538837,0.012701514411333659,0.02784562774792379,0.025891548607718612,0.013190034196384953,0.008304836345872008,0.01709819247679531,0.012701514411333659,0.029311187103077674,0.008793356130923302,0.02149487054225696,0.0073277967757694185,0.05276013678553981,0.021006350757205666,0.034684904738641914,0.043478260869565216,0.003419638495359062,0.010258915486077186,0.01074743527112848,0.011235955056179775,0.03175378602833415,0.0542256961406937,0.006839276990718124,0.00537371763556424,0.00537371763556424,0.0029311187103077674,0.025891548607718612,0.009770395701025891,0.045432340009770394,0.009281875915974597,0.021983390327308255,0.022960429897410845,0.05276013678553981,0.021983390327308255,0.02051783097215437,0.0009770395701025891,0.006350757205666829,0.016609672691744015,0.003419638495359062,0.003419638495359062,0.005862237420615535,0.0039081582804103565,0.006839276990718124,0.0029311187103077674,0.023937469467513434,0.007816316560820713,0.00537371763556424,0.00537371763556424,0.0029311187103077674,0.005862237420615535,0.015144113336590131,0.003419638495359062,0.049829018075232046,0.004885197850512946,0.023937469467513434,0.00537371763556424,0.003419638495359062,0.014655593551538837,0.008304836345872008,0.0,0.01172447484123107,0.004396678065461651,0.002442598925256473,0.0004885197850512946,0.0,0.0,0.0,0.0
EE_Normal_Female,3d5c8570-ee1a-4a69-b9f2-ee1fcb70740a,0.0005005840146837978,0.006090438845319539,0.003643139217976528,0.0033650369875966404,0.006118249068357528,0.009260804271650259,0.011874965237221202,0.007063796651649146,0.00225262806607709,0.004838978808610045,0.00450525613215418,0.0053673730463318315,0.0037265698870904943,0.0036987596640525055,0.004950219700762,0.003531898325824573,0.006368541075699427,0.0028922631959508315,0.004866789031648034,0.0031425552032927303,0.0031147449802547415,0.004310584570888259,0.004171533455698315,0.0035875187719005505,0.006396351298737416,0.006924745536459202,0.003086934757216753,0.007925913565826798,0.006507592190889371,0.008426497580510596,0.011735914122031258,0.01935591523444018,0.009817008732410034,0.005089270815951944,0.006007008176205573,0.008927081595194394,0.009093942933422326,0.008287446465320652,0.009483286055954169,0.008843650926080427,0.009372045163802214,0.008231826019244675,0.005283942377217865,0.006841314867345236,0.008259636242282663,0.004950219700762,0.011874965237221202,0.01710328716836309,0.016491462261527336,0.015490294232159743,0.015240002224817842,0.02099671839368152,0.020078981033427888,0.019494966349630122,0.022860003337226764,0.01393292174203237,0.018354747205072585,0.020301462817731798,0.018938761888870347,0.02021803214861783,0.019022192557984315,0.020357083263807776,0.016102119138995494,0.017214528060515044,0.022415039768618944,0.023583069136214472,0.026058178986595473,0.027114967462039046,0.025696646087101618,0.024445186050392125,0.019383725457478167,0.017631681406084877,0.014044162634184326,0.011819344791145225,0.012737082151398854,0.016046498692919516,0.012848323043550809,0.016129929362033484,0.013376717281272595,0.011541242560765337,0.012764892374436843,0.008009344234940765,0.007091606874687135,0.006118249068357528,0.005701095722787697,0.005506424161521775,0.005339562823293843,0.004699927693420101,0.005923577507091607,0.007314088658991045,0.007175037543801101,0.003420657433672618,0.003059124534178764,0.0033372267645586516,0.0016129929362033483,0.0010289782524055843,0.0001668613382279326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7810223037988763e-05,0.0001668613382279326,0.00011124089215195505,0.0005005840146837978,0.0013905111518994382,0.005673285499749708,0.01638022136937538,0.03829467712331053,0.0698036598253518,0.10086767895878525,0.10934979698537182,0.09155125424105902,0.07692307692307693,0.07010957227876967,0.05851270927192836,0.04891818232382224,0.04683241559597308,0.04082540741976751,0.03017409199621781,0.025474164302797708,0.01935591523444018,0.017631681406084877,0.016992046276211134,0.015156571555703876,0.015351243116969799,0.01646365203848935,0.013682629734690472,0.00923299404861227,0.006173869514433506,0.005812336614939652,0.0059513877301295955,0.004143723232660326,0.0038934312253184273,0.0036709494410145167,0.0029200734189888202,0.0022248178430391012,0.002614160965570944,0.001529562267089382,0.001307080482785472,0.0005840146837977641,0.0005005840146837978,0.0006396351298737416,0.0004449635686078202,0.0003059124534178764,0.00019467156126592135,8.34306691139663e-05,5.562044607597753e-05,2.7810223037988763e-05,0.0001668613382279326,5.562044607597753e-05,8.34306691139663e-05,5.562044607597753e-05,0.0,0.0,0.0,5.562044607597753e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7810223037988763e-05,0.0,0.0,2.7810223037988763e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7810223037988763e-05,2.7810223037988763e-05,0.0,8.34306691139663e-05,8.34306691139663e-05,0.00011124089215195505,8.34306691139663e-05,5.562044607597753e-05,0.0002502920073418989,0.0006952555759497191,0.0009733578063296068,0.0026697814116469214,0.006563212636965348,0.018076644974692697,0.03181489515545915,0.050280883252683685,0.04905723343901218,0.04510818176761778,0.04825073697091051,0.04902942321597419,0.050280883252683685,0.04936314589243006,0.04680460537293509,0.048862561877746256,0.046276211135213303,0.041743144780021134,0.037432560209132874,0.03262139162356082,0.032120807608877026,0.030062851104065855,0.03134212136381334,0.02814394571444463,0.027309639023304966,0.02683686523165916,0.026252850547861393,0.021831025084821182,0.020301462817731798,0.02002336058735191,0.016936425830135157,0.013515768396462539,0.011290950553423438,0.008648979364814506,0.007397519328105011,0.005005840146837978,0.0038100005562044605,0.0028644529729128427,0.002002336058735191,0.0016686133822793258,0.0015573724901273708,0.0015017520440513933,0.0003893431225318427,0.0005283942377217865,0.00027810223037988765,0.0001668613382279326,0.0001668613382279326,0.00013905111518994383,0.00013905111518994383,0.00011124089215195505,5.562044607597753e-05,5.562044607597753e-05,2.7810223037988763e-05,0.0,2.7810223037988763e-05,5.562044607597753e-05,2.7810223037988763e-05,5.562044607597753e-05,2.7810223037988763e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8173702653095278,0.11527337449246343,0.04780577340230269,0.015100951109627898,0.0022804382891150787,0.0005840146837977641,0.0002502920073418989,8.34306691139663e-05,5.562044607597753e-05,0.00011124089215195505,5.562044607597753e-05,0.0,8.34306691139663e-05,5.562044607597753e-05,2.7810223037988763e-05,0.0,0.0,2.7810223037988763e-05,0.0,0.0,0.0,0.0,0.0,0.0,5.562044607597753e-05,0.0,0.0,0.0,0.0,0.0,2.7810223037988763e-05,0.0,0.0,2.7810223037988763e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7810223037988763e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028219599794766546,0.018984094407388404,0.012827090815802977,0.03181118522319138,0.023601847101077475,0.01539250897896357,0.02103642893791688,0.017444843509492047,0.012827090815802977,0.02668034889687019,0.014879425346331451,0.018471010774756286,0.008209338122113904,0.03181118522319138,0.021549512570549,0.023088763468445357,0.040533606977937404,0.014879425346331451,0.014879425346331451,0.011287839917906618,0.012827090815802977,0.03386351975371986,0.04771677783478707,0.006670087224217547,0.0061570035915854285,0.011287839917906618,0.007696254489481785,0.013340174448435094,0.0107747562852745,0.03129810159055926,0.013853258081067214,0.01539250897896357,0.02103642893791688,0.030271934325295024,0.022062596203181118,0.017957927142124165,0.00513083632632119,0.0107747562852745,0.022575679835813236,0.004104669061056952,0.008209338122113904,0.0030785017957927143,0.01026167265264238,0.012827090815802977,0.007696254489481785,0.020010261672652643,0.008722421754746024,0.007696254489481785,0.00513083632632119,0.005643919958953309,0.005643919958953309,0.03181118522319138,0.007183170856849667,0.025141097998973832,0.00513083632632119,0.02719343252950231,0.007696254489481785,0.0061570035915854285,0.013340174448435094,0.006670087224217547,0.001026167265264238,0.013340174448435094,0.006670087224217547,0.0,0.000513083632632119,0.0,0.0,0.0,0.0
