group,uuid,syllable,usage,duration,frame index_mean,frame index_std,frame index_min,frame index_max,kappa_mean,kappa_std,kappa_min,kappa_max,angle_mean,angle_std,angle_min,angle_max,area_mm_mean,area_mm_std,area_mm_min,area_mm_max,area_px_mean,area_px_std,area_px_min,area_px_max,centroid_x_mm_mean,centroid_x_mm_std,centroid_x_mm_min,centroid_x_mm_max,centroid_x_px_mean,centroid_x_px_std,centroid_x_px_min,centroid_x_px_max,centroid_y_mm_mean,centroid_y_mm_std,centroid_y_mm_min,centroid_y_mm_max,centroid_y_px_mean,centroid_y_px_std,centroid_y_px_min,centroid_y_px_max,height_ave_mm_mean,height_ave_mm_std,height_ave_mm_min,height_ave_mm_max,length_mm_mean,length_mm_std,length_mm_min,length_mm_max,length_px_mean,length_px_std,length_px_min,length_px_max,velocity_2d_mm_mean,velocity_2d_mm_std,velocity_2d_mm_min,velocity_2d_mm_max,velocity_2d_px_mean,velocity_2d_px_std,velocity_2d_px_min,velocity_2d_px_max,velocity_3d_mm_mean,velocity_3d_mm_std,velocity_3d_mm_min,velocity_3d_mm_max,velocity_3d_px_mean,velocity_3d_px_std,velocity_3d_px_min,velocity_3d_px_max,velocity_theta_mean,velocity_theta_std,velocity_theta_min,velocity_theta_max,width_mm_mean,width_mm_std,width_mm_min,width_mm_max,width_px_mean,width_px_std,width_px_min,width_px_max,dist_to_center_px_mean,dist_to_center_px_std,dist_to_center_px_min,dist_to_center_px_max,timestamps_mean,timestamps_std,timestamps_min,timestamps_max,syllable key
NGH_Normal_Male,83ea4916-a0a0-49dc-bae3-3639f5654372,6,0.028595817328211693,0.5960199004975125,14795.56,11280.25,870.0,35951.0,4641589.0,0.0,4641589.0,4641589.0,15.305472,13.66232,-3.9397366,52.6616,878.00635,58.09693,700.0682,1070.8882,528.00665,34.93775,421.0,644.0,-196.38614,90.8832,-382.66055,-44.273132,136.34955,55.37161,22.859772,229.0261,-150.45598,91.00835,-318.9762,28.290932,122.6772,54.029892,22.630018,228.79578,25.537045,2.1704276,20.99802,35.70395,63.46829,4.4939957,50.427765,76.03221,38.668766,2.7380173,30.723679,46.32348,2.217952,1.6276153,0.015601764,8.644389,1.3338864,0.9779349,0.009455469,5.1584287,2.3752978,1.5795377,0.14425929,8.756355,1.5499694,0.94964373,0.0983356,5.3439384,-0.21626203,1.9815773,-3.1403656,3.1372576,28.628668,1.7548314,24.525585,34.440884,16.996284,1.0418093,14.560364,20.446884,74.28504,23.306448,5.250933,105.87333,23417228.430739895,376008.0362510195,22953043.5383,24122409.5456,labels (usage sort)
NGH_Normal_Male,b8a0d9c0-b1f9-4f2e-9731-4017d8be5076,6,0.034322033898305085,0.5843621399176955,16609.64,10125.039,348.0,35868.0,4641589.0,0.0,4641589.0,4641589.0,9.459828,8.82679,-5.356908,35.1743,908.48413,75.22724,739.3967,1302.2709,545.5352,45.173172,444.0,782.0,-236.30862,76.96177,-384.7151,-54.427574,112.23712,46.821163,21.951212,222.88794,-136.06937,93.46239,-317.54297,14.663251,131.33653,55.405563,23.756905,220.69254,25.946432,2.3895032,21.022608,34.461132,63.659214,5.53554,49.262104,87.58744,38.728302,3.3676517,29.969543,53.2855,2.3829718,1.6773888,0.0,9.3899975,1.4324342,1.008403,0.0,5.6405954,2.5146918,1.6408848,0.0,9.4214,1.6188194,0.98600847,0.0,5.6927195,0.16805899,1.7891413,-3.1345634,3.135653,29.592937,1.4994584,25.922218,34.74278,17.54303,0.888896,15.366985,20.595915,70.08621,24.972023,6.7101283,111.4056,5501840.627388163,337515.1740410435,4959766.7007,6143798.7639,labels (usage sort)
NGH_Normal_Male,c0a2906e-14a1-409f-9241-70ae4749447b,6,0.019198664440734557,0.5818840579710145,16581.709,9892.063,205.0,35026.0,4641589.0,0.0,4641589.0,4641589.0,7.0849156,14.649855,-21.151276,46.688698,867.17487,62.057407,686.1069,1064.1318,520.72943,37.264824,412.0,639.0,-201.15263,76.61598,-348.21194,-47.2106,133.62494,46.610798,44.158596,227.27853,-139.30885,84.14183,-318.0335,5.3018656,129.41612,49.880238,23.466114,215.143,26.524714,2.5207472,20.805906,35.495983,62.17011,4.0296016,51.12464,73.89222,37.822376,2.4514852,31.102655,44.953747,2.1344597,1.7967676,0.019418143,9.752909,1.2796288,1.0764154,0.011732662,5.9244194,2.3248916,1.7388835,0.16713727,9.754804,1.5367304,1.0388844,0.1170393,5.9275384,-0.14130843,1.7958697,-3.1174426,3.1348839,28.874765,1.776502,25.739634,34.659992,17.117289,1.0531307,15.258748,20.546837,63.86473,24.903273,14.03917,107.09671,3860333.5991896056,329559.1215888723,3314468.0712,4475233.1445,labels (usage sort)
NGH_Normal_Male,c5376615-0a1e-4f73-b6b3-ce428561040f,6,0.09259259259259259,0.868,17392.457,9432.831,9.0,35387.0,4641589.0,0.0,4641589.0,4641589.0,3.0736086,10.065664,-19.330301,24.120497,1171.0719,105.52505,930.90717,1795.202,703.2164,63.366684,559.0,1078.0,-219.53369,88.11232,-372.7584,-37.159065,122.442474,53.604816,29.225286,233.39357,-117.91879,83.260796,-317.09918,45.076588,142.0964,49.357944,24.019987,238.72191,21.85051,1.8000389,16.762524,29.612122,69.607635,5.76545,54.519917,100.393394,42.34714,3.507522,33.168236,61.076244,2.262584,1.6538165,0.0,10.69853,1.3599073,0.9944612,0.0,6.500502,2.4101834,1.6117693,0.0,10.957756,1.5602059,0.9779932,0.0,6.918843,-0.046251986,1.8115664,-3.1415737,3.139929,34.05991,2.4570851,29.087551,45.09904,20.191103,1.456588,17.243431,26.735226,70.43985,24.057716,2.2320178,110.487144,5421530.355099234,314427.54907381634,4842081.8163,6021348.1382,labels (usage sort)
NGH_Normal_Male,dd026f13-1243-46dd-bc68-c34a614f22d2,6,0.07146237576904875,0.8011037527593818,19409.582,8864.562,804.0,35729.0,4641589.0,0.0,4641589.0,4641589.0,0.36555204,6.26697,-17.546862,17.729235,1155.7058,97.98054,924.246,1765.2264,693.98926,58.836285,555.0,1060.0,-234.1157,84.62417,-382.51175,-36.579296,113.57123,51.48273,23.291641,233.74629,-165.31711,103.83376,-329.9361,35.242912,113.99814,61.553837,16.410124,232.8924,21.685791,2.2975616,15.754975,33.532074,71.97604,6.8252,52.69923,98.95602,43.788002,4.152241,32.060585,60.20179,2.001494,1.5476288,0.0,22.259623,1.2009672,0.92742246,0.0,13.2137575,2.1531863,1.5146147,0.0,22.29246,1.4088644,0.92016065,0.0,13.268998,0.21648508,1.7290478,-3.1398094,3.1403377,32.65364,1.8325639,29.102308,44.233624,19.35745,1.0863647,17.25218,26.222195,80.47642,21.010687,3.1371865,112.36559,3666935.335829798,295485.189379657,3046750.0172,4210915.2938,labels (usage sort)
SI_Normal_Female,075b0d14-ab7d-4116-a41a-96238e989a76,6,0.026740237691001697,0.6666666666666666,18725.21,9301.973,2672.0,35806.0,4641589.0,0.0,4641589.0,4641589.0,-1.9447767,6.520327,-13.7719755,17.883827,819.5073,59.76715,666.1232,999.1848,492.10556,35.889545,400.0,600.0,-225.65878,86.970436,-378.45343,-54.424736,118.716156,52.910133,25.760609,222.88966,-133.84746,109.30546,-320.54605,28.090195,132.6537,64.79752,21.976652,228.65219,25.240923,1.9999851,19.518438,34.34989,64.109886,4.971645,50.012665,79.072685,39.002476,3.0245955,30.426163,48.10538,1.7273806,1.3929478,0.020369818,13.234575,1.0362144,0.8347201,0.012206009,7.9672656,1.9024713,1.3445762,0.08372167,13.307847,1.2717545,0.8101519,0.05355392,8.088394,-0.02436764,1.6621981,-3.1413064,3.1266532,26.539566,1.1376503,23.13681,30.346941,15.732957,0.67441195,13.715765,17.990013,80.3434,25.556355,13.329789,107.423676,4030890.866823569,310325.91518154315,3495634.4286,4602234.7279,labels (usage sort)
SI_Normal_Female,517d394d-783f-49eb-a21b-4906500c620a,6,0.009936406995230525,0.5399999999999999,23668.88,9395.405,1485.0,35435.0,4641589.0,0.0,4641589.0,4641589.0,0.84523493,5.573791,-8.702779,15.609476,834.7017,59.443394,669.4538,982.53174,501.22964,35.695137,402.0,590.0,-234.97836,91.527,-372.33597,-61.843655,113.04642,55.682205,29.482286,218.37624,-157.82468,92.28229,-310.1844,12.20017,118.439735,54.70599,28.119167,219.2324,25.386694,2.3155234,18.37528,31.980806,63.63188,4.5397024,48.539543,75.37764,38.711674,2.7618153,29.52996,45.857433,2.2970603,1.7173204,0.07119011,8.527283,1.3769665,1.0305461,0.042994644,5.183975,2.4415488,1.6648467,0.18848331,8.5275755,1.5786874,0.9865226,0.15536872,5.184456,-0.5904394,1.5987171,-3.1005523,3.1329029,27.236883,1.0218787,24.020416,30.330925,16.146334,0.6057813,14.239576,17.980516,76.846596,21.85796,27.17174,108.99011,5890243.313251847,313213.87368824705,5150700.4073,6282466.7545,labels (usage sort)
SI_Normal_Female,55521966-f622-4b77-b6bc-317e0ae92706,6,0.0109375,0.475,21660.203,8512.475,6411.0,35708.0,4641589.0,0.0,4641589.0,4641589.0,-3.944584,8.499099,-26.44356,7.392651,826.6856,47.955338,657.79663,974.2052,496.41605,28.796677,395.0,585.0,-212.82571,98.860756,-372.7047,-35.34936,126.52339,60.143833,29.257946,234.49454,-143.01643,106.87226,-328.52432,31.757795,127.21823,63.355095,17.247044,230.82639,24.952818,1.8014835,20.40042,30.773947,62.665283,4.2217813,49.704952,72.54552,38.123627,2.5684013,30.23896,44.134453,1.9424738,1.4815418,0.09204325,9.76065,1.1650435,0.88892126,0.05588802,5.8155994,2.104674,1.4323434,0.20194271,9.926626,1.387291,0.85804725,0.16592108,6.0900583,0.17096967,1.6980114,-3.1347513,3.1261787,27.359913,1.0687753,25.036903,31.607475,16.219269,0.6335822,14.842161,18.73727,83.56512,25.157875,6.170831,108.79383,7497477.26165012,284102.1386682591,6988933.3429,7967799.8508,labels (usage sort)
SI_Normal_Female,86553620-0a6d-4c6e-bc40-97fb234e5dd6,6,0.024127531236535976,0.6648809523809525,20118.611,8585.915,1286.0,35644.0,4641589.0,0.0,4641589.0,4641589.0,1.9330057,6.791255,-12.178676,16.34992,831.5466,61.247074,650.18207,1002.71045,500.06714,36.832153,391.0,603.0,-218.81563,90.43095,-375.19223,-47.91683,122.68413,55.096066,27.409931,226.80614,-127.60635,101.26086,-306.62302,24.618465,136.24258,60.116608,29.963856,226.61551,24.518166,1.9804177,17.852348,30.206774,64.77066,5.6221986,48.408604,79.95152,39.46225,3.4253876,29.493484,48.71136,1.4751871,1.2108417,0.03653119,7.657659,0.8882398,0.7294412,0.022246242,4.5692735,1.6561701,1.1689154,0.06820217,7.730597,1.129731,0.71538895,0.044813298,4.6904845,0.0012049036,1.7987533,-3.140935,3.141486,26.781029,1.172029,23.168049,30.861092,15.899378,0.6958109,13.754421,18.32163,79.59275,20.922659,13.1242895,109.55921,18825106.89415542,286231.3361329909,18197334.0905,19342965.9218,labels (usage sort)
SI_Normal_Female,c0cbeb61-5e4c-49c2-a84f-bac729ff12c4,6,0.017233950883239983,0.5058333333333334,15925.753,8613.836,289.0,35589.0,4641589.0,0.0,4641589.0,4641589.0,5.690556,9.074851,-16.645967,26.914455,818.899,64.33904,670.13654,1042.6194,492.46127,38.69157,403.0,627.0,-205.57129,100.252754,-375.26907,-40.04567,130.75339,61.08011,27.363121,231.60173,-115.09691,93.708115,-304.71866,0.6334357,143.66919,55.632694,31.09445,212.37605,24.083376,1.8084843,19.8234,28.733114,64.15349,5.772559,51.099594,85.92585,39.08623,3.5169961,31.133,52.351288,1.588008,1.3081115,0.060551565,6.741988,0.955492,0.7856133,0.036659855,4.0458064,1.7699348,1.2565895,0.08570659,6.743027,1.197762,0.7579101,0.06585672,4.047538,-0.1433548,1.7155898,-3.1316166,3.1359496,26.648134,0.87264395,23.984962,28.95447,15.820481,0.51807183,14.239408,17.189707,82.12546,18.747162,27.141443,106.55048,20368156.014442507,287555.51700391853,19846732.4078,21026931.2048,labels (usage sort)
