Syllable,P_Value,FDR_Corrected_P_Value
6,0.03036847223425402,0.4858955557480643
38,0.016703403847161555,0.4858955557480643
53,0.03036847223425402,0.4858955557480643
60,0.00701458388208163,0.44893336845322435
