,uuid,category,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,moseq_id
0,add943f9-2caf-47ff-80d1-b825d3419b37,NGH,-1.481707470120293,24.60802758971687,-7.444132816745212,-11.3078203213996,1.5270561356112615,-4.153056824343273,7.3592010359000835,-0.3838511389386501,2.0875668985769167,-2.639149933015,0.1770497774124434,-1.1369948855852412,-3.004000583416596,-2.772493292013923,-1.544644371543575,-1.6456918134697496,-2.7316292894464107,-1.3353881592297714,-0.4821335146324955,-0.0306303179521801,-1.7143624317812085,2.3550929672458496,-0.8838813717135234,-0.1038829506746755,-0.9772202674370036,session_20240321133542
1,6271b7ca-21da-475e-aa9a-021f3fbfe725,NGH,1.1610963539610517,-6.299882486624394,-6.602606994528252,5.839993423762876,5.5353876702663065,-0.6901111134677268,0.2950957979399748,-1.6361983509640765,1.5924714207001691,-0.1796523562719529,1.7281234700451893,1.3900337646108347,-1.5353575841414455,0.5795247207193582,0.4515193648056699,-5.702750212502339,0.7037564426602904,-0.1729453921239511,2.8815538190878662,2.121606988039088,0.4105737490529391,1.5022239676382765,0.2728772949114638,4.663840228101186,1.6087201893804932,session_20240501120816
2,d5fe97bf-c8c6-4400-bd91-1a355888d818,SI,-3.384283169785733,-1.459205954237526,0.773665460680195,1.1583447136384517,4.387953004846484,3.0268416842666204,0.8190210684792584,-0.9840054617090198,0.7540540837899381,-1.0704732840686673,11.59497332540654,-2.267355184773147,-1.7353225632428693,-3.7902774660342415,4.18536358791954,7.434156273232285,2.586883699113387,1.6700797775098457,-1.2155627493519048,0.0201431460403597,-0.200605134870654,2.2248440121543007,-0.7465908370348462,0.5030979291379253,-1.3290006528045688,session_20240322121426
3,f32cc80e-36a8-4cf6-823e-478f8eb4af38,NGH,2.422226315890644,-2.2271574269609697,-3.075280352446752,-0.4148934525754831,2.584938087726601,-2.1281711034330786,0.8139364940164535,1.7439143179335872,2.2103202367293227,3.198212671450801,-0.5005227388147043,0.0064578603157242,0.7126480268545623,-1.012092318852364,3.540911835491857,-1.3980544226158678,0.6673726801482514,-4.405122859405177,0.0085280097911826,3.984557402344135,-3.0729503320807146,-3.704110022870076,-1.5195450979074434,3.6435637634640377,-2.5913536097361507,session_20240501170444
4,3ac8d60e-8a2c-4244-9761-658ef5682856,LNB,-0.5190204169380345,-12.114787073568165,1.3178573502012294,-4.017845739612274,-3.5819383338092825,-0.4053993795862357,1.5432033449161584,0.4911105129950375,-3.856813082154766,-4.169828896772463,-0.8000205790671978,0.6350076782646749,-1.1282014597798595,-1.1057285098767675,2.7499754613793024,-0.6901135544192775,-2.898085716347758,-0.3169676522845493,0.7222883675068713,-0.8853446582602891,-2.015324520589364,1.8114396737346377,-0.525128660761576,0.2074955933949754,-0.292860084452312,session_20240501131605
5,2a84130d-6477-4fcc-a644-eb0527024917,NGH,2.086985154879041,-1.4556385053727614,5.885800966619519,2.743016118954722,-2.743318789398413,0.5062596087237174,-2.9842368301738667,6.75854365842056,-0.931360604502686,-1.8914533073565387,-0.3063790188982008,2.623190940909885,-0.9617700248545492,-4.629896053616382,-1.6142873868672891,1.2318251079109943,-1.0353836715798486,-2.2753186820985727,2.2865298133772742,0.4093247779125454,-4.236481841019599,-0.5166190649594782,-4.801926723704664,-0.0783784618744178,2.174755133244576,session_20240322155235
6,9af80187-1f8b-4a78-bdf6-9cdcaea7c7a8,EE,7.423226306893979,1.3471468005096547,-5.626539936437896,3.149399056509097,-0.5281189199795157,0.7098186858260167,-3.528038353285595,1.8132363117835568,-0.8375958782176424,-0.774993659993168,2.990360557889933,5.107826981451578,-5.549001804728405,-2.7522210731155674,-1.9222772535037784,-3.2238174534553536,-0.0524590199916072,1.7495487974565638,-3.414037989545996,-2.853425585575006,3.965360979854437,-2.8314111525038226,0.6097765301287321,1.6922620113354925,1.6883634708234638,session_20240321143422
7,774ba130-08f1-45ee-9c61-636e6de87827,SI,-13.315557521647758,-6.063128829178291,3.9986769298543217,4.385433523831778,5.828231766798023,-0.8104972600907991,3.81090914447418,-1.3073317861817615,2.2385481385987447,-2.521039232851602,2.7301624599144603,4.169905650011018,-3.2719737412330194,5.474522799517466,-6.018889318788199,-2.19844455793964,3.617548036952457,-1.5313285815088873,-0.4538855320097718,0.5322328886464244,-3.9454094439268537,0.1486547419541397,1.1706395372607743,-3.714840739147271,-2.21902258390981,session_20240321170920
8,3f11e55d-f6ca-4f1e-889b-194e312985a1,LNB,-5.3360333958570765,-7.604247040736573,-1.4718393352272452,-2.5853257368200904,-2.4294846288921,-1.8483898676600292,-1.4613856492142638,-0.0936976695138492,-2.1320139373433005,1.5562331369922533,-2.778749325822805,-4.814613281013563,2.0257792256913683,0.0846294152092262,-0.4588557672950639,-0.3010608384078509,1.5336317324592297,-0.6965456899865383,-0.8357849572515585,-0.8358489652750467,0.5737352386652088,1.1997114991072924,-1.0539513306652497,-2.261022796318678,-1.4609870166026404,session_20240501134504
9,5083529c-320b-4bea-9ceb-d119b2594f13,NGH,-4.023882686072596,-4.397323999068592,-0.2165542308179232,-2.016008412592071,-4.304283137303852,1.2714727103009584,7.915786809138604,-3.023034071932323,-2.587771830011012,-0.0582569292717224,-3.3792061395275117,4.242534263983557,3.554868904450178,-4.928487122926828,-6.259244079594488,6.002137102808423,0.9935169716072166,-0.1764875473022789,-0.0735104783031624,2.526731260055996,0.7098729199660744,-0.7549426556180401,4.016851650803715,2.6769313081971893,1.0842368149319468,session_20240501173310
